GROUP_AC7	GROUP_AC8	GROUP_AC9	GROUP-BN1	GROUP-BN2	GROUP-BN3
ENSG00000230908.2	0	0	0	0	0	0
ENSG00000170369.4	1	9	0	40	31	42
ENSG00000170367.5	0	0	0	0	0	0
ENSG00000228476.2	0	0	0	0	0	0
ENSG00000236168.1	0	0	0	0	0	0
ENSG00000149435.12	0	1	0	1	0	0
ENSG00000167390.8	0	0	0	0	0	0
ENSG00000230133.2	0	0	0	0	1	0
ENSG00000236151.1	0	0	0	0	0	0
ENSG00000200231.1	0	0	0	0	0	0
ENSG00000232200.2	0	0	0	0	0	0
ENSG00000234069.1	0	0	0	0	0	0
ENSG00000101463.6	0	12	0	58	242	4
ENSG00000228539.1	0	0	0	0	0	0
ENSG00000231015.1	0	0	0	0	0	0
ENSG00000274173.1	0	0	0	0	0	0
ENSG00000077984.6	0	0	0	1	0	0
ENSG00000101474.12	7241	8087	5628	5015	7697	7356
ENSG00000207355.1	0	0	0	0	0	0
ENSG00000286444.1	12	1	0	0	13	1
ENSG00000154930.15	740	1253	983	255	615	637
ENSG00000275358.1	0	0	0	0	0	0
ENSG00000100987.15	0	1	0	0	0	0
ENSG00000225069.3	0	0	0	0	0	0
ENSG00000230725.6	0	15	8	0	2	1
ENSG00000225344.1	0	0	0	0	0	0
ENSG00000286472.1	0	11	3	3	4	0
ENSG00000197586.13	2081	2066	1727	2721	1765	2901
ENSG00000202414.1	1	6	0	3	3	0
ENSG00000279322.1	2	2	2	0	0	0
ENSG00000277938.1	15	15	15	18	7	15
ENSG00000274414.1	4	1	0	7	13	3
ENSG00000100994.12	7203	9881	6231	6949	9008	7664
ENSG00000274507.1	0	1	0	0	0	0
ENSG00000276952.1	2	8	7	9	7	16
ENSG00000100997.20	3347	2808	2838	2697	3635	3865
ENSG00000227379.2	0	4	1	9	20	22
ENSG00000101003.10	170	75	87	732	390	956
ENSG00000101004.15	904	903	1307	514	1019	653
ENSG00000251883.1	0	0	0	0	0	0
ENSG00000170191.5	934	825	811	895	1286	1095
ENSG00000213742.7	200	342	245	118	304	199
ENSG00000242236.2	0	0	0	0	0	0
ENSG00000236542.1	0	1	0	0	0	0
ENSG00000130684.14	940	1358	1302	1021	1078	961
ENSG00000278383.1	14	25	30	20	41	33
ENSG00000226465.3	2	14	0	8	1	0
ENSG00000230772.1	3	4	8	1	0	0
ENSG00000175170.16	30	123	44	22	48	72
ENSG00000275048.1	0	0	0	0	0	0
ENSG00000250090.1	28	12	24	20	60	24
ENSG00000274973.1	0	0	0	0	0	0
ENSG00000228593.1	0	0	0	0	0	0
ENSG00000226203.2	0	0	0	0	0	0
ENSG00000125804.14	76	37	69	25	26	15
ENSG00000231081.1	0	0	4	0	0	0
ENSG00000287569.1	44	16	72	35	34	47
ENSG00000204556.4	37	24	38	30	99	58
ENSG00000277508.1	0	0	0	0	0	0
ENSG00000240108.1	0	1	0	0	0	0
ENSG00000230440.1	0	0	0	0	0	0
ENSG00000287211.1	0	0	0	0	0	0
ENSG00000227195.11	155	202	143	253	214	103
ENSG00000238129.5	0	0	0	0	0	0
ENSG00000284419.1	0	0	0	0	0	0
ENSG00000282826.2	994	992	899	1514	3083	866
ENSG00000282870.1	38	21	9	46	59	10
ENSG00000283568.1	0	0	0	0	0	0
ENSG00000283069.1	0	0	0	0	0	0
ENSG00000282949.1	1	3	4	8	6	1
ENSG00000282894.1	0	0	0	0	0	0
ENSG00000282935.1	0	0	0	0	4	0
ENSG00000282842.1	0	0	0	0	0	0
ENSG00000283123.1	0	0	0	0	0	0
ENSG00000282968.1	0	1	0	0	0	0
ENSG00000282911.1	0	4	0	0	0	0
ENSG00000282995.1	6	47	11	19	45	9
ENSG00000287889.1	0	0	0	0	0	0
ENSG00000283592.1	0	0	0	0	0	0
ENSG00000282921.1	0	0	0	0	0	0
ENSG00000283291.1	0	0	0	0	0	0
ENSG00000283005.1	3	2	2	8	4	2
ENSG00000283433.1	0	0	0	0	0	0
ENSG00000283020.1	0	0	0	6	1	0
ENSG00000204555.3	0	1	0	0	0	0
ENSG00000205611.5	11	1	8	10	10	0
ENSG00000286483.1	0	0	0	0	3	0
ENSG00000287288.1	0	0	0	0	0	0
ENSG00000200325.1	0	0	0	0	0	0
ENSG00000231934.2	0	4	0	0	0	0
ENSG00000149531.15	884	988	479	643	1295	194
ENSG00000238151.1	0	0	0	0	3	0
ENSG00000275877.1	0	0	0	0	0	0
ENSG00000283443.1	0	0	0	0	0	0
ENSG00000277112.3	0	3	0	1	0	0
ENSG00000274385.1	0	0	0	0	0	0
ENSG00000275305.1	0	0	0	0	0	0
ENSG00000215547.1	0	0	0	0	0	0
ENSG00000215546.2	0	0	0	0	0	0
ENSG00000224628.2	0	1	0	0	0	1
ENSG00000215545.1	0	0	0	0	0	0
ENSG00000237929.1	0	0	0	0	0	0
ENSG00000236121.1	0	0	0	0	0	0
ENSG00000252649.1	0	0	0	0	0	0
ENSG00000212717.3	0	0	0	0	0	0
ENSG00000131068.4	0	0	0	0	0	0
ENSG00000212134.1	0	0	0	0	0	0
ENSG00000180483.7	0	0	0	0	0	0
ENSG00000204548.4	0	0	0	0	0	0
ENSG00000204547.7	0	0	0	0	0	0
ENSG00000180424.7	0	0	0	0	0	0
ENSG00000180383.4	0	1	0	0	5	1
ENSG00000088320.4	20	16	36	0	8	0
ENSG00000233354.1	0	3	0	0	11	0
ENSG00000101294.18	6392	6001	6153	8397	10148	8942
ENSG00000274364.1	7	8	4	23	30	26
ENSG00000101898.6	0	0	0	0	0	0
ENSG00000235313.1	6	16	17	20	21	31
ENSG00000230613.1	0	0	1	0	1	6
ENSG00000278276.1	0	2	1	0	6	0
ENSG00000201770.1	0	0	0	0	0	0
ENSG00000125968.9	750	1406	660	3513	3485	3856
ENSG00000264395.1	0	2	0	2	15	6
ENSG00000131055.5	0	0	0	0	0	0
ENSG00000171552.14	4768	3591	2957	3948	3839	4151
ENSG00000236559.1	0	0	0	2	0	0
ENSG00000281376.1	24	13	5	5	22	5
ENSG00000088325.16	1525	550	847	7030	1832	8931
ENSG00000230801.1	0	0	0	0	0	0
ENSG00000101306.11	0	0	0	15	0	6
ENSG00000179772.8	6	2	23	0	0	0
ENSG00000149599.16	3	2	10	0	3	2
ENSG00000131044.17	6	1	1	0	0	2
ENSG00000199497.1	0	0	0	0	0	0
ENSG00000088356.6	424	555	466	756	807	624
ENSG00000260903.3	0	2	0	0	0	0
ENSG00000278012.1	0	0	0	0	0	0
ENSG00000226239.2	0	0	0	0	0	0
ENSG00000252623.1	0	0	0	0	0	0
ENSG00000101331.17	0	0	0	0	0	0
ENSG00000212571.1	0	0	0	0	0	0
ENSG00000101336.18	16	0	0	0	0	0
ENSG00000101337.16	6623	5884	6150	5828	9048	7164
ENSG00000275576.1	16	2	21	15	18	11
ENSG00000224452.1	0	0	0	0	0	0
ENSG00000235217.6	387	464	584	322	618	405
ENSG00000126003.7	1587	1797	1476	1531	1888	1780
ENSG00000101346.14	5859	5733	4145	6347	8379	7003
ENSG00000284125.1	0	0	0	0	0	0
ENSG00000287850.1	0	0	0	0	0	0
ENSG00000101350.8	4839	3919	4358	6015	7406	6180
ENSG00000277692.1	5	4	7	8	7	10
ENSG00000171456.20	5278	6249	6064	5946	8288	6937
ENSG00000197183.14	1868	2162	1459	2053	4442	3446
ENSG00000236772.1	5	7	3	4	33	8
ENSG00000286311.1	14	10	11	13	36	12
ENSG00000277301.1	0	0	0	0	16	24
ENSG00000233293.1	0	0	0	0	0	0
ENSG00000204393.7	1	0	0	0	0	0
ENSG00000228156.1	0	0	0	0	0	0
ENSG00000198547.10	10	8	16	4	7	0
ENSG00000285382.1	0	7	1	0	0	0
ENSG00000175730.8	1	18	12	12	15	6
ENSG00000149600.12	1273	1543	920	1569	1862	1196
ENSG00000088305.18	206	263	121	305	296	314
ENSG00000101367.9	7060	7193	6512	11593	12006	11406
ENSG00000260536.1	0	0	0	0	0	0
ENSG00000260257.2	187	211	429	405	563	324
ENSG00000215529.12	5	4	4	17	17	8
ENSG00000167098.12	0	0	0	0	0	0
ENSG00000078898.7	0	0	0	0	0	0
ENSG00000167104.11	0	0	0	0	0	0
ENSG00000214245.3	0	0	0	0	0	0
ENSG00000186190.7	0	0	0	0	0	0
ENSG00000186191.9	0	0	0	0	0	0
ENSG00000131050.11	0	0	0	0	0	0
ENSG00000237662.1	0	0	0	0	0	0
ENSG00000183566.10	0	0	0	0	0	0
ENSG00000224876.1	0	0	0	0	0	0
ENSG00000131059.12	0	0	0	0	0	0
ENSG00000198183.12	0	0	0	5	0	0
ENSG00000233106.1	0	0	0	0	0	0
ENSG00000125999.11	0	0	0	0	0	0
ENSG00000233146.1	0	0	0	0	0	0
ENSG00000125997.5	0	0	0	0	0	0
ENSG00000101391.21	701	664	936	969	1143	854
ENSG00000101400.6	735	1081	320	604	751	1021
ENSG00000078699.22	1586	2042	2163	1473	1936	1313
ENSG00000275223.1	8	23	18	27	20	59
ENSG00000125967.17	817	1089	850	979	1176	1018
ENSG00000149609.6	9	3	8	12	2	16
ENSG00000288649.2	14	36	40	41	37	63
ENSG00000271803.1	0	0	0	0	4	0
ENSG00000101412.13	128	82	71	989	293	1112
ENSG00000101417.12	579	523	479	628	827	533
ENSG00000229188.2	0	0	0	0	0	0
ENSG00000131061.14	338	351	471	419	309	449
ENSG00000230837.1	0	0	4	2	1	0
ENSG00000230753.6	11	12	25	2	13	0
ENSG00000101421.4	4802	4604	3713	4300	6967	4078
ENSG00000214200.2	0	0	0	1	0	0
ENSG00000228958.1	0	0	0	0	0	0
ENSG00000285230.2	100	97	108	133	259	143
ENSG00000125970.12	4450	4185	4223	5641	6640	6267
ENSG00000228386.2	0	0	0	0	0	10
ENSG00000264616.1	5	4	0	0	0	9
ENSG00000125977.7	9678	11579	10683	14010	13095	9031
ENSG00000225246.1	0	0	0	3	4	0
ENSG00000287853.1	5	16	9	3	14	5
ENSG00000101440.10	0	7	0	0	4	1
ENSG00000214185.3	25	39	43	27	58	20
ENSG00000250917.1	0	3	0	0	6	0
ENSG00000236456.1	10	12	10	16	20	11
ENSG00000101444.13	3517	3209	2883	3402	4385	3395
ENSG00000272945.1	4	7	6	18	1	12
ENSG00000234087.1	0	0	0	0	0	0
ENSG00000078747.16	7126	8132	7551	7473	11004	9125
ENSG00000201498.1	1	0	2	3	3	0
ENSG00000234933.1	0	2	0	1	2	3
ENSG00000236388.1	0	0	0	0	0	0
ENSG00000231795.1	2	3	3	11	17	34
ENSG00000207997.1	9	3	0	2	19	5
ENSG00000181741.7	5	4	9	6	12	5
ENSG00000277558.1	5	4	2	12	14	29
ENSG00000125971.17	869	732	704	998	1220	937
ENSG00000206582.1	0	0	0	0	0	0
ENSG00000101460.13	914	1124	691	462	774	480
ENSG00000101464.11	669	544	648	959	760	946
ENSG00000231034.1	0	0	0	0	0	0
ENSG00000198646.14	3020	3905	3434	3434	3921	3850
ENSG00000078804.13	3327	2883	4165	2581	4341	3604
ENSG00000286803.1	5	0	0	0	0	0
ENSG00000225336.2	0	0	0	0	0	0
ENSG00000131067.17	1343	1053	1488	1518	1933	1204
ENSG00000131069.20	2080	1564	1403	2242	2493	1500
ENSG00000100983.12	1749	1360	1647	2983	2556	2176
ENSG00000078814.17	20	39	36	8	10	9
ENSG00000207635.1	0	0	0	0	0	0
ENSG00000283441.1	2	4	0	9	24	22
ENSG00000100991.12	5948	5328	5618	6261	8873	6694
ENSG00000202150.1	0	1	6	0	6	10
ENSG00000088298.13	2408	1693	1124	1562	2427	1927
ENSG00000201151.1	0	2	8	2	4	0
ENSG00000101000.6	1280	673	258	603	850	617
ENSG00000278367.1	1	8	0	0	0	3
ENSG00000200301.1	0	0	0	0	0	0
ENSG00000126005.17	1862	2627	1734	1473	3612	2388
ENSG00000229230.3	0	0	0	0	0	2
ENSG00000125966.10	153	185	122	193	230	184
ENSG00000279253.1	361	583	324	262	585	237
ENSG00000261582.1	139	190	107	102	189	65
ENSG00000242372.9	1552	1259	1265	2543	1836	1881
ENSG00000235214.1	8	0	2	5	8	13
ENSG00000125998.8	0	0	0	0	0	0
ENSG00000101019.22	1178	1017	1706	1759	1866	1542
ENSG00000204183.3	1	2	0	0	1	0
ENSG00000125965.9	672	762	86	97	198	331
ENSG00000221763.1	0	0	0	0	3	0
ENSG00000126001.16	2137	3220	2182	2636	2121	2148
ENSG00000230155.6	0	1	0	0	0	0
ENSG00000242507.6	0	1	0	0	0	0
ENSG00000125975.14	0	0	0	0	0	0
ENSG00000125991.20	6717	6868	5273	5963	9679	6519
ENSG00000224497.1	0	0	0	0	0	0
ENSG00000088340.17	301	716	864	187	516	271
ENSG00000227401.1	0	0	0	0	0	0
ENSG00000061656.11	202	335	444	106	197	162
ENSG00000214078.13	2172	4153	4075	2589	5355	3951
ENSG00000272897.5	0	0	0	0	0	0
ENSG00000222460.1	0	0	0	0	0	0
ENSG00000252549.1	0	11	1	17	11	36
ENSG00000244462.8	4376	4495	4051	5479	6242	5907
ENSG00000244005.13	858	601	911	839	849	657
ENSG00000125995.16	1319	1041	904	1078	1721	1391
ENSG00000131051.24	8584	8779	13204	10433	12963	9986
ENSG00000225357.3	0	1	0	0	0	2
ENSG00000283527.1	0	0	0	0	0	0
ENSG00000025293.17	4911	6242	5996	4163	6982	4936
ENSG00000234274.1	0	0	0	0	0	0
ENSG00000199676.1	0	0	0	0	0	0
ENSG00000219608.3	0	10	0	7	5	11
ENSG00000201221.1	0	1	0	6	8	0
ENSG00000207053.1	0	0	0	0	0	0
ENSG00000171222.11	885	890	882	824	1144	861
ENSG00000149646.12	36	17	38	25	35	38
ENSG00000260032.2	33349	33132	36198	29034	44988	29844
ENSG00000234139.4	0	12	4	0	13	2
ENSG00000277235.1	0	7	0	0	0	0
ENSG00000231470.1	0	0	0	0	0	0
ENSG00000237063.1	0	0	0	0	0	0
ENSG00000088367.23	3325	4792	1171	2265	4303	1715
ENSG00000232406.7	8	1	0	3	2	9
ENSG00000278035.1	0	10	0	6	1	0
ENSG00000131043.13	1616	1725	2078	1920	3001	1750
ENSG00000080845.19	8106	8779	7055	10005	9148	9260
ENSG00000232907.8	16	21	47	17	39	20
ENSG00000101335.10	56664	97298	47751	61170	111782	60834
ENSG00000273986.1	0	0	0	0	0	0
ENSG00000118707.11	693	705	780	510	1039	649
ENSG00000259399.1	0	0	0	0	0	0
ENSG00000101084.18	258	203	211	148	200	368
ENSG00000101082.14	0	7	4	0	0	3
ENSG00000227688.2	0	0	0	4	0	0
ENSG00000101079.21	1797	1542	1316	1394	2550	1629
ENSG00000202255.1	0	1	0	0	0	0
ENSG00000149636.16	462	295	423	889	611	1009
ENSG00000149639.15	6326	7456	6443	11966	8903	14627
ENSG00000242509.3	0	0	0	0	0	0
ENSG00000101342.10	2	3	0	2	4	3
ENSG00000101347.11	3365	4006	1792	2802	7008	5471
ENSG00000080839.12	585	2172	711	1217	1477	2257
ENSG00000231241.1	0	2	0	10	0	4
ENSG00000226144.2	1	0	0	0	0	0
ENSG00000269846.1	0	5	1	6	4	0
ENSG00000101353.15	139	128	150	136	189	69
ENSG00000236159.1	0	2	0	4	3	3
ENSG00000118705.17	17935	12165	10923	16718	22319	20893
ENSG00000118702.10	0	0	0	1	0	0
ENSG00000101363.13	2069	2373	2633	2492	3646	2119
ENSG00000286240.1	0	0	7	0	5	1
ENSG00000197122.12	2932	4292	3167	2581	4972	3375
ENSG00000213979.3	1	3	2	3	5	1
ENSG00000166619.15	3135	2586	2276	3152	3435	3468
ENSG00000053438.11	31	31	0	11	73	86
ENSG00000276603.1	60	32	36	54	79	119
ENSG00000235044.1	1	3	1	4	11	3
ENSG00000274469.2	0	0	0	0	0	0
ENSG00000228234.1	0	0	0	0	0	0
ENSG00000225759.1	0	0	0	0	0	0
ENSG00000204117.2	0	0	0	0	0	0
ENSG00000132792.19	1236	1127	1054	1367	1958	1478
ENSG00000132821.12	418	290	36	248	359	294
ENSG00000199683.1	80	88	89	156	259	63
ENSG00000101407.13	1538	1306	1385	1599	1395	1825
ENSG00000101413.12	2146	2271	1953	2428	2892	2727
ENSG00000264767.2	0	0	0	0	1	0
ENSG00000277550.1	0	0	0	0	0	4
ENSG00000198959.12	47693	30851	14056	32294	59294	67299
ENSG00000149633.12	1225	1078	309	664	1570	255
ENSG00000277829.1	23	20	5	34	30	7
ENSG00000285144.1	0	0	0	0	0	0
ENSG00000285347.1	4	5	3	4	19	1
ENSG00000285100.1	4	3	4	4	4	4
ENSG00000206249.3	0	0	0	0	0	0
ENSG00000101425.14	13	25	1	1	50	1
ENSG00000129988.6	113	472	57	300	828	485
ENSG00000275285.1	3	7	0	0	1	9
ENSG00000224635.2	11	9	30	80	22	64
ENSG00000275401.1	8	17	14	44	7	28
ENSG00000196756.13	677	559	733	1170	1148	1491
ENSG00000277034.1	0	0	0	0	0	0
ENSG00000235408.6	19	26	34	43	36	27
ENSG00000225091.3	0	0	0	0	0	0
ENSG00000201512.1	0	0	0	0	0	0
ENSG00000200354.1	0	0	0	0	0	0
ENSG00000201811.1	0	0	0	0	0	0
ENSG00000174365.20	219	310	354	228	547	263
ENSG00000274309.1	0	0	0	0	0	0
ENSG00000199266.1	0	0	0	0	0	0
ENSG00000170471.15	6150	8653	7962	6419	9303	6838
ENSG00000275453.2	0	2	0	0	8	1
ENSG00000231307.1	4	22	6	17	20	19
ENSG00000182035.12	0	0	5	2	4	0
ENSG00000124143.10	0	0	0	0	0	0
ENSG00000213959.2	0	0	0	0	0	0
ENSG00000277965.1	0	0	0	0	0	0
ENSG00000101438.4	0	0	0	0	0	0
ENSG00000101442.10	154	201	256	247	240	259
ENSG00000199691.1	15	25	22	32	35	8
ENSG00000101445.10	0	1	0	0	0	0
ENSG00000240474.3	3	0	5	3	6	3
ENSG00000101447.15	173	9940	1265	1128	784	2150
ENSG00000274825.1	4	108	24	4	3	17
ENSG00000261431.1	0	1	0	2	0	0
ENSG00000101452.15	452	784	899	607	813	625
ENSG00000277581.1	4	11	25	10	1	4
ENSG00000223864.1	8	11	4	24	10	8
ENSG00000230324.1	0	0	0	0	0	0
ENSG00000287983.1	0	0	0	0	0	0
ENSG00000224357.1	0	0	0	0	0	0
ENSG00000275337.1	0	3	1	2	4	0
ENSG00000286083.1	0	0	0	0	0	0
ENSG00000229976.2	0	0	0	0	0	0
ENSG00000234878.1	0	0	0	0	0	0
ENSG00000237767.2	0	0	0	0	0	0
ENSG00000233415.1	0	0	0	0	0	0
ENSG00000223410.1	0	0	0	0	0	0
ENSG00000204103.4	13	29	36	23	53	108
ENSG00000229771.2	8	2	0	3	5	29
ENSG00000286972.1	0	0	0	0	0	0
ENSG00000238908.1	0	0	0	0	0	3
ENSG00000222612.1	0	4	5	0	0	3
ENSG00000198900.7	5470	4540	5673	7514	6369	9134
ENSG00000226648.2	59	30	52	14	33	26
ENSG00000124181.14	4491	4129	4483	4594	6261	4216
ENSG00000276169.1	0	0	0	0	0	0
ENSG00000174306.22	5705	6939	5895	6147	9842	5406
ENSG00000272407.1	0	9	2	26	13	11
ENSG00000242748.1	0	0	0	1	0	0
ENSG00000263989.2	9	2	0	17	4	26
ENSG00000235102.1	0	0	0	0	0	0
ENSG00000132793.12	314	725	610	560	1852	999
ENSG00000183798.5	26	151	32	10	8	0
ENSG00000229398.1	0	0	0	0	0	0
ENSG00000124177.16	4953	5721	5408	4457	7141	4242
ENSG00000235088.1	8	21	27	23	12	13
ENSG00000273951.1	7	23	5	20	25	42
ENSG00000232493.2	0	0	0	0	0	0
ENSG00000252386.1	0	0	0	0	0	0
ENSG00000212224.1	0	0	0	0	0	0
ENSG00000225458.1	0	0	0	0	0	0
ENSG00000223651.1	0	0	0	0	0	0
ENSG00000228959.1	0	0	0	0	0	0
ENSG00000196090.12	0	4	0	0	0	0
ENSG00000229892.1	0	0	0	0	0	0
ENSG00000229042.2	0	0	0	0	0	0
ENSG00000227599.1	0	0	0	0	0	0
ENSG00000223190.1	0	0	0	0	0	0
ENSG00000233508.3	0	0	0	0	0	0
ENSG00000240639.3	0	0	0	0	0	0
ENSG00000226038.5	4	1	3	4	2	1
ENSG00000252193.1	0	0	0	0	0	0
ENSG00000237555.1	0	0	0	0	0	0
ENSG00000201021.1	0	0	0	0	0	0
ENSG00000233711.1	0	0	0	0	0	0
ENSG00000206998.1	0	0	0	0	0	0
ENSG00000124193.16	3767	3564	4047	5340	6040	6048
ENSG00000288000.1	0	0	0	0	0	0
ENSG00000201372.1	0	0	0	0	4	3
ENSG00000185513.17	124	247	223	203	229	152
ENSG00000234271.1	0	0	0	0	0	0
ENSG00000277611.1	0	0	0	0	0	0
ENSG00000226143.1	0	0	0	0	0	0
ENSG00000101049.17	5	51	14	4	6	3
ENSG00000282876.1	0	0	3	0	6	0
ENSG00000101052.13	1415	1380	1064	1157	1871	1007
ENSG00000215467.2	0	1	0	0	0	0
ENSG00000101057.16	158	35	47	865	330	1792
ENSG00000124196.6	0	0	0	0	0	0
ENSG00000206801.1	0	0	0	0	0	0
ENSG00000233277.1	0	0	0	0	0	0
ENSG00000124191.18	1561	390	150	403	1051	851
ENSG00000241229.3	0	3	0	6	8	13
ENSG00000149596.7	340	5117	351	472	2072	1241
ENSG00000287570.1	0	0	0	1	0	0
ENSG00000132823.11	2110	2481	1476	2121	2845	1521
ENSG00000223891.6	236	481	250	210	270	141
ENSG00000124194.17	2	1	0	0	0	0
ENSG00000197296.6	1049	847	932	1546	1636	1556
ENSG00000101074.5	0	0	0	2	0	0
ENSG00000201363.2	0	0	0	0	0	0
ENSG00000226812.2	0	0	0	0	0	0
ENSG00000101076.18	0	3	0	0	0	0
ENSG00000229005.2	0	0	0	0	0	0
ENSG00000233376.1	0	0	0	0	0	0
ENSG00000266151.1	0	0	0	0	0	0
ENSG00000168746.8	0	0	0	0	0	0
ENSG00000226243.1	9	2	3	19	27	1
ENSG00000124120.11	3189	2916	2434	3404	3310	2917
ENSG00000132824.14	12799	14170	15435	13770	20210	14192
ENSG00000168734.14	5891	3909	3525	3697	7541	5150
ENSG00000196839.13	475	484	109	164	447	168
ENSG00000283440.1	0	0	0	0	0	0
ENSG00000132832.10	0	5	0	0	0	0
ENSG00000244558.6	0	24	0	6	15	1
ENSG00000064205.11	6	289	1	10	245	13
ENSG00000124249.7	12	166	15	23	101	1
ENSG00000276223.1	6	10	0	3	9	0
ENSG00000101098.13	0	3	0	0	8	0
ENSG00000277708.1	0	0	0	0	0	0
ENSG00000286100.1	0	2	11	2	0	3
ENSG00000166913.13	18021	13933	14195	22639	22941	19151
ENSG00000101104.13	552	644	1146	1554	1063	966
ENSG00000025772.8	1699	1599	1473	2334	1720	1644
ENSG00000227477.1	4	10	15	3	4	2
ENSG00000101109.12	3857	4517	4328	4763	5131	4376
ENSG00000252021.1	2	0	3	7	4	2
ENSG00000124134.9	12	35	43	17	78	5
ENSG00000175121.11	0	0	0	0	0	0
ENSG00000168703.5	0	0	0	0	0	0
ENSG00000283142.1	0	0	0	0	0	0
ENSG00000124102.5	0	0	0	0	0	0
ENSG00000124233.12	0	0	0	0	0	0
ENSG00000124157.7	0	0	0	0	0	0
ENSG00000233352.1	0	0	0	0	0	0
ENSG00000243995.3	0	0	0	0	0	0
ENSG00000124107.5	246	220	40	48	129	3
ENSG00000124159.16	6	1	0	5	4	0
ENSG00000124232.11	0	0	0	1	0	0
ENSG00000124145.6	11537	8836	5892	10332	12935	9722
ENSG00000275894.1	63	35	78	130	54	116
ENSG00000204070.10	1108	1557	1458	1364	1700	1304
ENSG00000254806.5	0	1	0	6	1	4
ENSG00000124251.11	3	18	5	0	10	2
ENSG00000232880.1	0	1	0	0	0	0
ENSG00000244274.9	14	48	84	37	46	47
ENSG00000124155.18	11222	10268	9405	4308	10962	5839
ENSG00000273555.1	0	0	2	2	0	1
ENSG00000277022.1	0	0	0	0	0	0
ENSG00000101443.18	0	1	0	0	0	0
ENSG00000237464.1	0	0	0	0	0	0
ENSG00000237068.1	0	0	0	0	0	0
ENSG00000101446.8	0	0	0	0	0	0
ENSG00000243543.9	0	0	0	0	0	0
ENSG00000249139.2	0	0	0	0	0	0
ENSG00000232135.1	0	0	0	0	0	0
ENSG00000229900.1	0	0	0	0	0	0
ENSG00000101448.14	0	0	0	0	0	0
ENSG00000158901.12	0	0	0	0	0	0
ENSG00000201923.1	0	0	0	0	0	0
ENSG00000230860.1	0	0	0	0	0	0
ENSG00000180205.4	0	0	0	0	0	0
ENSG00000180305.5	0	0	0	0	0	0
ENSG00000235508.3	85	99	55	459	123	70
ENSG00000180083.11	0	0	0	0	0	0
ENSG00000182931.9	0	7	0	2	9	6
ENSG00000168634.5	0	0	0	0	0	0
ENSG00000266071.1	0	4	0	0	0	2
ENSG00000149651.4	0	0	0	0	0	0
ENSG00000226188.2	0	0	0	2	2	0
ENSG00000124116.19	12	12	10	22	38	4
ENSG00000168630.3	0	0	0	0	0	0
ENSG00000221046.1	0	0	0	0	0	0
ENSG00000101457.13	815	969	783	935	1295	952
ENSG00000175063.17	194	41	64	1264	276	1980
ENSG00000101470.10	14	25	8	1	6	9
ENSG00000124104.19	1111	1617	1374	855	1584	1196
ENSG00000101473.17	653	683	577	878	1013	782
ENSG00000277051.1	0	0	0	0	0	0
ENSG00000132801.7	169	238	284	291	293	221
ENSG00000168612.5	542	595	579	627	669	478
ENSG00000149634.5	28	43	32	17	45	24
ENSG00000124257.7	64	161	105	75	196	43
ENSG00000064601.21	21195	20491	9772	10901	22701	10928
ENSG00000271984.1	4	12	3	7	24	4
ENSG00000100979.15	4700	1860	1852	836	2845	1151
ENSG00000285796.1	188	276	531	136	388	290
ENSG00000100982.12	1338	1589	1751	1078	1826	1106
ENSG00000198026.8	929	1222	1433	1668	1775	1403
ENSG00000235525.1	0	1	0	1	4	0
ENSG00000100985.7	0	0	0	0	0	0
ENSG00000204044.6	0	0	0	0	0	0
ENSG00000124140.14	7	13	6	4	2	6
ENSG00000124160.12	1104	1400	1181	1909	1359	1823
ENSG00000213820.3	1	0	0	0	0	0
ENSG00000101017.14	241	88	17	144	297	44
ENSG00000229957.1	0	0	0	0	0	0
ENSG00000149654.11	0	0	0	0	0	0
ENSG00000080189.15	2181	2530	2197	1495	2400	1670
ENSG00000273828.2	18	33	15	4	14	12
ENSG00000062598.18	3255	3936	3686	3334	4742	3020
ENSG00000215452.5	0	0	0	0	0	0
ENSG00000283757.1	0	1	0	6	2	3
ENSG00000225849.2	0	2	0	12	2	0
ENSG00000184617.10	0	0	0	0	1	0
ENSG00000198185.11	108	575	380	556	798	480
ENSG00000149635.3	0	0	0	0	0	0
ENSG00000158296.14	533	925	699	281	647	226
ENSG00000273893.1	28	60	78	54	62	43
ENSG00000172315.6	1375	1195	1285	1487	1951	1258
ENSG00000271784.1	26	15	16	18	11	20
ENSG00000197496.6	8202	8231	6109	3494	10749	5111
ENSG00000222874.1	0	0	0	0	0	0
ENSG00000235922.1	0	0	0	0	0	0
ENSG00000064655.19	1509	1862	1840	0	1053	288
ENSG00000236028.1	26	24	27	0	0	0
ENSG00000226769.1	2	10	5	0	8	4
ENSG00000239783.1	4	0	0	0	9	0
ENSG00000215450.2	7	5	6	12	15	2
ENSG00000264901.1	1	5	0	0	0	2
ENSG00000101040.19	1935	1687	1228	2066	1937	2890
ENSG00000267882.2	7	2	0	11	9	13
ENSG00000273451.1	6	11	1	31	15	56
ENSG00000231119.2	12	18	2	2	10	2
ENSG00000224565.2	0	0	0	0	0	0
ENSG00000234075.1	0	0	0	0	0	0
ENSG00000202186.1	0	0	0	0	0	0
ENSG00000201742.1	0	0	0	0	0	0
ENSG00000124151.19	4275	5335	5925	4284	7397	4597
ENSG00000229853.1	0	0	0	0	0	0
ENSG00000196562.14	3549	6081	1463	3680	19495	5487
