	JG-27250_S1.rsem.genes.results	JG-27251_S2.rsem.genes.results	JG-27255_S6.rsem.genes.results	JG-27256_S7.rsem.genes.results	JG-27260_S11.rsem.genes.results	JG-27261_S12.rsem.genes.results
ENSG00000104728_ARHGEF10	1622.06	676	1744	605	1074	671
ENSG00000104731_KLHDC4	656	982	859	1104	691	1238
ENSG00000104738_MCM4	4828	2715	4682	1642	1664	2290
ENSG00000104755_ADAM2	0	0	0	0	0	0
ENSG00000104756_KCTD9	1209	904	1033	768	1045	1105
ENSG00000104760_FGL1	0	0	0	0	0	0
ENSG00000104763_ASAH1	888	417	887	391	553	429
ENSG00000104765_BNIP3L	1301	892	1357	1185	963	1046
ENSG00000104774_MAN2B1	840.96	731.6	1190.3	789.3	756.25	698.92
ENSG00000104783_KCNN4	27	8	25	10	11	16
ENSG00000104804_TULP2	0	0	0	0	0	0
ENSG00000104805_NUCB1	2323	1744	2152	1261	1483	1647
ENSG00000104808_DHDH	0	0	0	0	0	0
ENSG00000104812_GYS1	1474	1299	1341	1121	1157	1455
ENSG00000104814_MAP4K1	4	6	9	3	3	2.99
ENSG00000104818_CGB2	0	0	0.99	0	0	0
ENSG00000104823_ECH1	779	850	864	830	665	874
ENSG00000104824_HNRNPL	8883.99	9377	6966.99	6964.99	6751	9661.96
ENSG00000104825_NFKBIB	511.87	748	429	668.01	647.97	1036.95
ENSG00000104826_LHB	2	1	0	1	1	0
ENSG00000104827_CGB	1	0	0	1	1	1
ENSG00000104833_TUBB4A	0	0	1	1	0	0
ENSG00000104835_SARS2	363.84	486.75	310.38	303.58	336	511.43
ENSG00000104848_KCNA7	3.17	2.62	0	3	1.53	1.38
ENSG00000104852_SNRNP70	3679	3644	4324	3562	3230	3980
ENSG00000104853_CLPTM1	2072	1910	2024	1444	1355	1833
ENSG00000104856_RELB	331	655	287	516	552	805
ENSG00000104859_CLASRP	832	930	1039	906	883	1174
ENSG00000104863_LIN7B	17	16	22	12	12	20
ENSG00000104866_PPP1R37	305	299	294	255	279	346
ENSG00000104870_FCGRT	0	1	2	0	0	2
ENSG00000104872_PIH1D1	971	1157	940	707	772	1211
ENSG00000104879_CKM	0	0	2	0	1	0
ENSG00000104880_ARHGEF18	415.9	325.49	470.26	304.73	387.82	408.54
ENSG00000104881_PPP1R13L	586	671	580	584	654	840
ENSG00000104883_PEX11G	5	9	4	9	1	3
ENSG00000104884_ERCC2	1738.97	1215	1545.97	761.99	1287.99	1174.99
ENSG00000104885_DOT1L	1110.96	968.78	1159.32	821.31	1208.92	1123.26
ENSG00000104886_PLEKHJ1	621.3	726.21	638.68	541.69	544.08	821.74
ENSG00000104888_SLC17A7	6	3	6	3	4	1
ENSG00000104889_RNASEH2A	1104.06	978.07	832	575	798	953.21
ENSG00000104892_KLC3	4.03	0	7.26	2.01	1.66	1.01
ENSG00000104894_CD37	12	8	18	13	2	7
ENSG00000104897_SF3A2	698	945	1059	894	828	1051
ENSG00000104899_AMH	92	108	195	115	74	89
ENSG00000104901_DKKL1	0	0	1	1	0	1
ENSG00000104903_LYL1	0	0	0	0	0	0
ENSG00000104904_OAZ1	8941	9244.83	9103.82	7939.78	7526.68	10132
ENSG00000104907_TRMT1	1455	2051	1800	1794	1558	2395
ENSG00000104915_STX10	717	847	702	617	538	803
ENSG00000104918_RETN	0	0	0	0	0	0
ENSG00000104921_FCER2	0	0	0	0	0	0
ENSG00000104936_DMPK	473.39	474	844	727	453	556.97
ENSG00000104938_CLEC4M	0	0	0	0	0	0
ENSG00000104941_RSPH6A	0	1	0	0	0	1
ENSG00000104946_TBC1D17	387.14	438.87	358.83	323	322.8	388.28
ENSG00000104951_IL4I1	2.42	6	1	1	2	2.01
ENSG00000104953_TLE6	93	53	123	47	56	51
ENSG00000104957_CCDC130	469	450	481	488	481	535
ENSG00000104960_PTOV1	1551.06	1532.88	1365.54	846.52	1030.87	1185.29
ENSG00000104964_AES	3427	3671	3368	3397	2934	3956
ENSG00000104967_NOVA2	224	16	316	27	122	15
ENSG00000104969_SGTA	1891	2046	1978	1757	1743	2290
ENSG00000104970_KIR3DX1	2.13	0	4.3	2.34	3.56	2
ENSG00000104972_LILRB1	2.39	1.97	0	0	0	0
ENSG00000104973_MED25	431.33	478	410.38	351.74	361	473.45
ENSG00000104974_LILRA1	0	0	0	1	0	0
ENSG00000104976_SNAPC2	342	392	321	376	343	435
ENSG00000104979_C19orf53	1116	968	1024	1032	842	1084
ENSG00000104980_TIMM44	2034	2404	2089	2544	2562	3061
ENSG00000104983_CCDC61	112	108	85	71	105	104
ENSG00000104998_IL27RA	387	883	366	563	268	833
ENSG00000105011_ASF1B	929	565	750	351	309	438
ENSG00000105048_TNNT1	363	60	401	60	296	46
ENSG00000105053_VRK3	540.71	536.37	523.16	553.01	440.4	504.56
ENSG00000105058_FAM32A	1252	991	1220	787	822	1090
ENSG00000105063_PPP6R1	2161.56	2722.67	2274.08	2164.89	2452.86	3119.64
ENSG00000105072_C19orf44	316.63	387.01	251.34	234.75	261.45	329.21
ENSG00000105085_MED26	169.83	187.44	185.64	192.48	233.5	258.91
ENSG00000105088_OLFM2	15	4	31	4	9	6
ENSG00000105122_RASAL3	1	0	0	0	0	0
ENSG00000105127_AKAP8	667	669	877	756	593	853
ENSG00000105131_EPHX3	1	1	6	1	4	3
ENSG00000105135_ILVBL	612	750	794	636	524	843
ENSG00000105136_ZNF419	215.52	330.47	136.99	327.24	253.49	439.44
ENSG00000105137_SYDE1	838	955	751	689	723	1095
ENSG00000105141_CASP14	0	1	0	0	0	0
ENSG00000105143_SLC1A6	0	0	0	0	0	0
ENSG00000105146_AURKC	2	3	4	4	0	3
ENSG00000105171_POP4	430.01	296.79	479	308.13	292	350.01
ENSG00000105173_CCNE1	179	131	301	108	82	114
ENSG00000105176_URI1	2014	1694	2106	1773	1748	2087
ENSG00000105185_PDCD5	1862	1746	2027	1835	1635	2128
ENSG00000105186_ANKRD27	2171	1527	1847	1417	1795	1983
ENSG00000105193_RPS16	14390	13209	16498	16182	13802	16003
ENSG00000105197_TIMM50	1585.49	1571	1810.01	1806.03	1569.94	1977.55
ENSG00000105198_LGALS13	0	0	0	0	0	0
ENSG00000105202_FBL	3549	3433.16	3071	2148	2613	3486.81
ENSG00000105204_DYRK1B	54	35	56	25	55	46
ENSG00000105205_CLC	0	0	0	0	0	0
ENSG00000105219_CNTD2	0	0	0	0	0	0
ENSG00000105220_GPI	11131.79	9458.87	9248.14	7087.83	7437.13	9865.24
ENSG00000105221_AKT2	2227	2338.05	2386.45	2279.54	1923.09	2638
ENSG00000105223_PLD3	1391	1125	1997	1679	1263	1397
ENSG00000105227_PRX	31	19	18	14	23	16
ENSG00000105229_PIAS4	196	221	241	203	168	229
ENSG00000105245_NUMBL	400	244	552	314	305	297
ENSG00000105246_EBI3	1	22	6	23	3	14
ENSG00000105248_CCDC94	230	284	244	284	243	348
ENSG00000105251_SHD	0	0	0	0	0	0
ENSG00000105254_TBCB	1025.97	855.57	842.4	584.93	757.56	949.45
ENSG00000105255_FSD1	276	86	247	78	224	87
ENSG00000105258_POLR2I	354.52	359.59	306.6	248.07	324.44	378.55
ENSG00000105261_OVOL3	0	0	0	0	0	0
ENSG00000105270_CLIP3	15	13	32	25	8	5
ENSG00000105278_ZFR2	0	0	0	0	0	0
ENSG00000105281_SLC1A5	13260.67	13757.09	11481.8	11167.05	12289.57	15667.81
ENSG00000105287_PRKD2	344	463	278	303	223	392
ENSG00000105289_TJP3	1	8	0	20	0	8
ENSG00000105290_APLP1	27	8	13	7	24	8
ENSG00000105298_CACTIN	328.12	404.07	463.86	411.8	319.07	491.63
ENSG00000105321_CCDC9	267	341	221	336	296	429
ENSG00000105323_HNRNPUL1	8089.19	6961.6	7310.79	5608.69	6454.46	7780.14
ENSG00000105325_FZR1	564	586	626	420	473	594
ENSG00000105327_BBC3	97	182	66	113	162	196
ENSG00000105329_TGFB1	1364	1672	1309	1130	1246	1628
ENSG00000105339_DENND3	348	382	412	313	276	433
ENSG00000105341_ATP5SL	886	799	711	719	701	926
ENSG00000105352_CEACAM4	0	0	0	0	0	0
ENSG00000105355_PLIN3	2383	1638	2124	1372	1393	1525
ENSG00000105357_MYH14	0	0	0	0	0	0
ENSG00000105364_MRPL4	1028	1221	1059	907	1097	1373
ENSG00000105366_SIGLEC8	0	0	0	0	0	0
ENSG00000105369_CD79A	0	0	0	0	0	1
ENSG00000105370_LIM2	0	0	0	0	0	0
ENSG00000105371_ICAM4	1.5	1.37	0.26	0	0	0
ENSG00000105372_RPS19	12068	11543	12283	11048.14	10194	12832
ENSG00000105373_GLTSCR2	878	1085.35	1348.43	1459.95	1166	1411.29
ENSG00000105374_NKG7	0	0	0	0	0	2
ENSG00000105376_ICAM5	24	8	54	4	34	4
ENSG00000105379_ETFB	709.86	629.29	611.95	360.11	491.45	594.22
ENSG00000105383_CD33	294	17	332.02	6	253	22
ENSG00000105388_CEACAM5	0	0	0	0	0	0
ENSG00000105392_CRX	48.14	56.72	60.04	45.87	37.72	46.66
ENSG00000105393_BABAM1	1243	1227.16	1076.47	953.5	836.4	1270
ENSG00000105397_TYK2	1472	1536	1574	1056	1231	1369
ENSG00000105398_SULT2A1	1	0	0	0	0	0
ENSG00000105401_CDC37	3606	4180	4255	3947	3519	4928
ENSG00000105402_NAPA	1351.13	1202.93	1235.18	978.3	833.21	1209.97
ENSG00000105404_RABAC1	172	136	252	177	148	131
ENSG00000105409_ATP1A3	4	4	3	2.96	0	5
ENSG00000105419_MEIS3	98	35	224	99	95	40
ENSG00000105426_PTPRS	1492	715	1600	774	773	650
ENSG00000105427_CNFN	1	3	1	0	1	2
ENSG00000105428_ZNRF4	0	0	0	0	0	0
ENSG00000105429_MEGF8	650.01	488	1053	657	568	543
ENSG00000105438_KDELR1	3596	2445	3334	2166	2071	2571
ENSG00000105443_CYTH2	1581.54	1658.67	1999.79	1494.44	1159.49	1360.43
ENSG00000105447_GRWD1	1430	1715	1564	1704	1296	1972
ENSG00000105464_GRIN2D	34	14	44	16	44	26
ENSG00000105467_SYNGR4	0	0	0	0	0	0
ENSG00000105472_CLEC11A	0	0	1	1	1	0
ENSG00000105479_CCDC114	0	0	1	0	1	1
ENSG00000105483_CARD8	298.23	176.03	345	194	193	169.02
ENSG00000105486_LIG1	849	621	729	312	446	602
ENSG00000105492_SIGLEC6	0	0	0	0	0	0
ENSG00000105497_ZNF175	147.72	146.41	144.02	121.58	87.46	113.23
ENSG00000105499_PLA2G4C	23	14	43.02	28	38.03	24
ENSG00000105501_SIGLEC5	0	0	0	0	0	0
ENSG00000105507_CABP5	0	0	0	0	0	0
ENSG00000105509_HAS1	0	0	0	0	0	0
ENSG00000105514_RAB3D	796.02	804.26	690.39	664.28	470.21	646.94
ENSG00000105516_DBP	21.08	20.62	23.69	12.24	14.82	13
ENSG00000105518_TMEM205	764.94	1137.87	1092.36	1577.24	773.81	1367.86
ENSG00000105519_CAPS	43.47	51.26	92.52	74	31	51.74
ENSG00000105520_PLPPR2	415	285	540	399	289	318
ENSG00000105523_FAM83E	1	2	0	0	0	1
ENSG00000105538_RASIP1	268	22	342	21	315	23
ENSG00000105549_THEG	0	0	0	0	0	0
ENSG00000105550_FGF21	42	27	29	46	75	45
ENSG00000105552_BCAT2	849	865	779	481	720	778
ENSG00000105556_MIER2	398	416	415	350	365	495
ENSG00000105559_PLEKHA4	179	281	279	289	197	364
ENSG00000105568_PPP2R1A	4228	4057	3768	3526	3065	4241
ENSG00000105576_TNPO2	3525	3866	4057	3665	3767	4720
ENSG00000105583_WDR83OS	1256.83	1303	1263.95	1346	1081.87	1503.58
ENSG00000105605_CACNG7	0	1	0	0	1	0
ENSG00000105607_GCDH	625	768	521	522	532	852
ENSG00000105609_LILRB5	5.24	5.04	2	6.05	1.02	2.65
ENSG00000105610_KLF1	0	0	0	0	0	0
ENSG00000105612_DNASE2	964	816	870	704	822.98	929
ENSG00000105613_MAST1	15.38	7.69	25.08	6.99	24.31	13.11
ENSG00000105617_LENG1	149.76	144.01	109.78	175.34	203.8	258.96
ENSG00000105618_PRPF31	1095.1	1044.01	1145.65	834.57	899.36	1137.1
ENSG00000105619_TFPT	188.88	240.97	187.35	191.38	202.62	348.88
ENSG00000105639_JAK3	0	0	0	0	0	0
ENSG00000105640_RPL18A	10207	10962	12227.39	10580.51	9919	12478.51
ENSG00000105641_SLC5A5	0	2	0	0	0	0
ENSG00000105642_KCNN1	1	8	0	5	1	11
ENSG00000105643_ARRDC2	708	805	549	573	483	769
ENSG00000105647_PIK3R2	505.82	578.38	359.63	475.55	444.32	725.9
ENSG00000105649_RAB3A	17	9	17	7	3	2
ENSG00000105650_PDE4C	3.15	4.04	9.81	3	4.65	1.04
ENSG00000105655_ISYNA1	13.06	9	26.02	23.05	17	15
ENSG00000105656_ELL	342.37	494.16	337.72	399.83	469	582.31
ENSG00000105662_CRTC1	165	190	280	304	201	274
ENSG00000105664_COMP	0	1	0	0	0	0
ENSG00000105668_UPK1A	1	0	0	0	0	1
ENSG00000105669_COPE	1151	1329	1636	1557	1346	1562
ENSG00000105671_DDX49	672	910	732	694	653	981
ENSG00000105672_ETV2	0	7	1	0	3	5
ENSG00000105675_ATP4A	0	0	1	0	0	0
ENSG00000105676_ARMC6	1050	1355	1152	1154	1128	1659
ENSG00000105677_TMEM147	1535	1361	1710	1450	1355	1583
ENSG00000105679_GAPDHS	0	1.02	0	0	0	0
ENSG00000105694_TCEB1P28	0	0	0	0	0	0
ENSG00000105695_MAG	0	0	0	0	0	0
ENSG00000105696_TMEM59L	8	0	51	8	14	1
ENSG00000105697_HAMP	0	1	0	0	0	0
ENSG00000105698_USF2	979	1017	907	748	733	939
ENSG00000105699_LSR	56	182	52	154	28	178
ENSG00000105700_KXD1	1968.19	1747.27	1897.44	1687.76	1963.98	2103.94
ENSG00000105701_FKBP8	1612	1886	1652	1610	1631	1991
ENSG00000105705_SUGP1	493	551	544	702	513	686
ENSG00000105707_HPN	0	0	0	0	0	1
ENSG00000105708_ZNF14	151	116	87	80	90	109
ENSG00000105711_SCN1B	14	6	7	4	6	8
ENSG00000105717_PBX4	3	24	6	21	5	18
ENSG00000105722_ERF	591	940	667	658	773	1161
ENSG00000105723_GSK3A	1807	1524.21	1628	1395	1407	1624
ENSG00000105726_ATP13A1	1647	1905	1929	1707	1418	2001
ENSG00000105732_ZNF574	359	359	375	347	378	428
ENSG00000105737_GRIK5	4	4	8	5	2	1
ENSG00000105738_SIPA1L3	882	878	891	748	921	1068
ENSG00000105750_ZNF85	67	75	48	61	47	108
ENSG00000105755_ETHE1	586.85	396	505	295	450	443
ENSG00000105767_CADM4	63	51	113	59	60	59
ENSG00000105771_SMG9	1037.26	856	731	747	783	871
ENSG00000105778_AVL9	1619	1094	1395	1146	1584	1388
ENSG00000105784_RUNDC3B	20	22	11	5	10	7
ENSG00000105792_CFAP69	64	64	58	56	63	91
ENSG00000105793_GTPBP10	750	942	528	764	749	1226
ENSG00000105808_RASA4	38.3	71.01	57.18	72.23	16.16	52.06
ENSG00000105810_CDK6	2444	1677	1762	1456	2472	2250
ENSG00000105819_PMPCB	1614.6	1710.24	1514.6	1378.28	1152.39	1826.72
ENSG00000105821_DNAJC2	1625.4	2087.6	1604.39	1861.72	1843.61	2589.29
ENSG00000105825_TFPI2	553	47	383	65	232	43
ENSG00000105829_BET1	601	629	623	904	600	809
ENSG00000105835_NAMPT	4476.17	5962.67	3457.56	4447.67	4659.08	6590.38
ENSG00000105849_TWISTNB	870	856	765	701	713	997
ENSG00000105851_PIK3CG	0	0	0	0	0	0
ENSG00000105852_PON3	0	1	1	0	0	0
ENSG00000105854_PON2	3440	2422	3359	2041	1955	2308
ENSG00000105855_ITGB8	92.07	81.01	66.82	61	44	93.02
ENSG00000105856_HBP1	569.79	644.45	393.51	652.94	424	674.06
ENSG00000105865_DUS4L	242.33	249.74	198.34	189.28	260.15	319.64
ENSG00000105866_SP4	233	159	202	160	174	197.9
ENSG00000105875_WDR91	226	239	239	242	123	222
ENSG00000105877_DNAH11	109.19	10.03	89.84	15.11	112.24	15.02
ENSG00000105879_CBLL1	791	857	730	689	818	1041
ENSG00000105880_DLX5	0	0	0	0	0	0
ENSG00000105887_MTPN	3977	3497	3786	3755.93	2960.02	4308.43
ENSG00000105889_STEAP1B	2	0	0	1	1	0
ENSG00000105894_PTN	82	16	61	5	49	22
ENSG00000105926_MPP6	519	543	454	394	425	582
ENSG00000105928_DFNA5	1895	1812	1436	1418	1793	2062
ENSG00000105929_ATP6V0A4	1	6	3	0	0	5
ENSG00000105939_ZC3HAV1	876	2297	1261	1613	533	2193
ENSG00000105948_TTC26	275	305	292	266	194	372
ENSG00000105953_OGDH	3043.96	2959.12	3025.99	3437.04	1665.95	3048.12
ENSG00000105954_NPVF	0	0	0	0	0	0
ENSG00000105963_ADAP1	3.53	66.89	32.33	67.24	40.34	107.05
ENSG00000105967_TFEC	0	0	0	1	0	0
ENSG00000105968_H2AFV	2605	2050	2062	1640	1515	2034
ENSG00000105971_CAV2	626	791	581	553	573.22	1058
ENSG00000105974_CAV1	9490	6277	7155	2549	4593	6065
ENSG00000105976_MET	5329	6237	5281	6823	4394	8027
ENSG00000105982_RNF32	15.71	20.33	28.05	44.54	12.9	18.77
ENSG00000105983_LMBR1	1886.29	1638.67	1928.95	1646.46	1398.1	1882.23
ENSG00000105988_NHP2P1	0	0	0	0	0	0
ENSG00000105989_WNT2	0	0	0	0	0	0
ENSG00000105991_HOXA1	45	62	39	27	38	68
ENSG00000105993_DNAJB6	2177	1632	2072	1561.47	1487.25	1782.86
ENSG00000105996_HOXA2	13	14	13	11	8	25
ENSG00000105997_HOXA3	41	60	53	38	36	43
ENSG00000106003_LFNG	73	159	61	40	14	120
ENSG00000106004_HOXA5	9	6	16	3	6	8
ENSG00000106006_HOXA6	3	7	5.39	4	1	4.89
ENSG00000106009_BRAT1	746	878	937	583	625	795
ENSG00000106012_IQCE	671	738	857	867	430	786
ENSG00000106013_ANKRD7	0	0	0	0	0	0
ENSG00000106018_VIPR2	0	1	1	0	0	0
ENSG00000106025_TSPAN12	5	1	1	0	0	0
ENSG00000106028_SSBP1	2727	3412	2624	3326	2174	3949
ENSG00000106031_HOXA13	0	1	0	1	0	1
ENSG00000106034_CPED1	1733.65	37.83	1399.48	32	1296.89	56
ENSG00000106038_EVX1	0	0	0	0	0	0
ENSG00000106049_HIBADH	2842	2074	2315	1819	2837	2558
ENSG00000106052_TAX1BP1	2915.43	2990.78	3224.78	4095.43	3106.5	4219.25
ENSG00000106066_CPVL	2	0	0	1	0	0
ENSG00000106069_CHN2	0	1	0	0	0	1
ENSG00000106070_GRB10	3689	4979	3101	3552	3579	5375
ENSG00000106077_ABHD11	289.02	329.01	246.53	268.14	183	390.09
ENSG00000106078_COBL	1	0	1	1	0	1
ENSG00000106080_FKBP14	1076.65	881.01	1209.01	1151	725	1111.01
ENSG00000106086_PLEKHA8	750.01	856.06	736.62	870.45	530.56	918.74
ENSG00000106089_STX1A	237	379.15	249	375.9	309.5	447.79
ENSG00000106100_NOD1	235.63	203.03	211.26	122.23	196.05	204.59
ENSG00000106105_GARS	12342	12245	10633	11259	12995	16539
ENSG00000106113_CRHR2	1	0	0	1	1	1
ENSG00000106123_EPHB6	99	44	82	17	35	32
ENSG00000106125_FAM188B	265	305	281.5	372	419	429
ENSG00000106128_GHRHR	0	0	1	0	0	0
ENSG00000106133_NSUN5P2	298.4	540.76	538.18	465.97	269.07	528.06
ENSG00000106144_CASP2	879	809	761	564	378	738
ENSG00000106153_CHCHD2	3769	4736	3984	5508	3496	5898
ENSG00000106178_CCL24	0	1	0	0	0	0
ENSG00000106211_HSPB1	3389	5084	2455	2134	2436	4819
ENSG00000106236_NPTX2	4550	4349	5628	3483	2633	3473
ENSG00000106244_PDAP1	3340.48	4218	3518.98	4468	3400.62	5462
ENSG00000106245_BUD31	1565.35	1847.39	1519.74	1686.45	1506.3	2170.84
ENSG00000106246_PTCD1	360.01	571.04	489.24	527.54	352.01	627.17
ENSG00000106258_CYP3A5	46.05	27.82	30.78	34.72	20.11	30.07
ENSG00000106261_ZKSCAN1	2111	1984.13	1841.74	1938	1830.02	2018.86
ENSG00000106263_EIF3B	15595	15373	16172	13674	12397	17901
ENSG00000106266_SNX8	962	704	1103	690	1016	983
ENSG00000106268_NUDT1	589	502	546	361	360	481
ENSG00000106278_PTPRZ1	0	0	0	0	1	2
ENSG00000106290_TAF6	1671.16	1871.46	1604.66	1315.52	1490.23	2096.05
ENSG00000106299_WASL	943	1023	821	910	941	1280
ENSG00000106302_HYAL4	0	0	0	0	0	1
ENSG00000106304_SPAM1	0	0	0	0	0	0
ENSG00000106305_AIMP2	1602.42	1814.75	1507.07	1444.2	1724.38	2125.19
ENSG00000106327_TFR2	0	0	0	0	0	0
ENSG00000106328_FSCN3	2.39	0	1.14	1	2.11	2.3
ENSG00000106330_MOSPD3	66	52	55	32	42	57
ENSG00000106331_PAX4	0	0	0	0	0	0
ENSG00000106333_PCOLCE	832.98	5	1007.96	6	623.99	3
ENSG00000106336_FBXO24	2	0	4.42	1	2	1
ENSG00000106341_PPP1R17	0	0	0	0	0	0
ENSG00000106344_RBM28	1845.17	2017.41	2008.21	2062.49	1771.07	2497.84
ENSG00000106346_USP42	602	524	624	610	583	643
ENSG00000106348_IMPDH1	2363	3734	2332	2234	1769	3473
ENSG00000106351_AGFG2	727	691	560	511	573	761
ENSG00000106355_LSM5	1038	853	817	513	562	896
ENSG00000106366_SERPINE1	68328	21648	51414	17110	70986	31801
ENSG00000106367_AP1S1	1419	1676	1237	1387	910	1745
ENSG00000106384_MOGAT3	0	0	0.57	0	0	1
ENSG00000106392_C1GALT1	1598	736	1673	961	1254	907
ENSG00000106397_PLOD3	4243	4987.07	4482	4111.07	3477	5085
ENSG00000106399_RPA3	1002	776	816	597	682	819
ENSG00000106400_ZNHIT1	734	1049.93	830	1121.93	637	1123
ENSG00000106404_CLDN15	260	332	357	401	225	328
ENSG00000106410_NOBOX	0	0	0	0	0	0
ENSG00000106415_GLCCI1	251	188	193	93	230	142
ENSG00000106436_MYL10	0	0	0	0	0	0
ENSG00000106443_PHF14	2137	1604	1484	1084	1251	1500
ENSG00000106459_NRF1	399	446	367	399	352	556
ENSG00000106460_TMEM106B	1161.28	759.79	1141.78	763.56	1007.28	1007.7
ENSG00000106462_EZH2	1657	1709	1375	1024	1330	1848
ENSG00000106477_CEP41	678.69	712.73	613.08	526.01	479.77	716.27
ENSG00000106479_ZNF862	169.58	241.33	225.46	306.43	132	183.72
ENSG00000106483_SFRP4	0	0	0	0	0	0
ENSG00000106484_MEST	599	182	582	199	495	217
ENSG00000106511_MEOX2	0	0	0	0	0	0
ENSG00000106524_ANKMY2	564	391	424	226	320	406
ENSG00000106526_ACTR3C	1.46	0	0	0.77	0	0
ENSG00000106536_POU6F2	59.92	76.13	59.9	103.88	62.32	78.69
ENSG00000106537_TSPAN13	254	321	179	187	126	296
ENSG00000106538_RARRES2	0	1	1	0	0	3
ENSG00000106540_AC004837.3	0	1	0	0	0	0
ENSG00000106541_AGR2	0	0	1	0	0	0
ENSG00000106546_AHR	2753.16	2140	1816	1596	2653	2515
ENSG00000106554_CHCHD3	2261	2597.01	2273	2732	2189	3151
ENSG00000106560_GIMAP2	28	37	20	15	11	26
ENSG00000106565_TMEM176B	2	1	0	0	0	0
ENSG00000106571_GLI3	424	372	429	399	340	432
ENSG00000106588_PSMA2	2885.65	3195.4	2639.87	2511.26	1886.19	3050.64
ENSG00000106591_MRPL32	1164	1382	1257	1209	888	1545
ENSG00000106603_COA1	1138	1328.91	907.92	908.11	870.18	1407.33
ENSG00000106605_BLVRA	922	899	816	828	635	1008
ENSG00000106608_URGCP	995	1020	970	893	846	1162
ENSG00000106609_TMEM248	2469	2182	2801	2472	1798	2606
ENSG00000106610_STAG3L4	277.59	360.48	255.74	440	346.32	581.44
ENSG00000106615_RHEB	2386.47	1874.92	2391.66	1718.92	1887.88	2193.02
ENSG00000106617_PRKAG2	1157	284	979	397	920	381
ENSG00000106624_AEBP1	2	1	1	0	0	2
ENSG00000106628_POLD2	4483	5854	3794	4807	4099	6924
ENSG00000106631_MYL7	0	0	0	0	0	0
ENSG00000106633_GCK	0	2	4	0	0	0
ENSG00000106635_BCL7B	1202	1632	1245	1901	1356	2267
ENSG00000106636_YKT6	2704	3013	2726	3216	2560	3783
ENSG00000106638_TBL2	971	1061	968	916	800	1173
ENSG00000106648_GALNTL5	0	0	0	0	0	0
ENSG00000106665_CLIP2	698	1773	714	1264	646	1810
ENSG00000106682_EIF4H	10344	12197	10204	11859	9194	14493
ENSG00000106683_LIMK1	1369	1244	1183	1060	1080	1160.01
ENSG00000106686_SPATA6L	8	27	15	35.03	2	36
ENSG00000106688_SLC1A1	325	60	281	26	113	35
ENSG00000106689_LHX2	0	0	0	0	0	0
ENSG00000106692_FKTN	1317	1291	1254	1398	1172	1848
ENSG00000106701_FSD1L	121	114	132	79	136	147
ENSG00000106714_CNTNAP3	25.01	88.51	23.85	58.94	19.74	80.28
ENSG00000106723_SPIN1	2406	2033	1785	1484	1537	2264
ENSG00000106733_NMRK1	75	69	92	75	38	63
ENSG00000106771_TMEM245	1988	1622	1807	1656	1255	1912
ENSG00000106772_PRUNE2	9	6	1	3	6	6
ENSG00000106780_MEGF9	358	294	437	298	166	255
ENSG00000106785_TRIM14	1310.1	2476	1034	1610.8	1017	2686.41
ENSG00000106789_CORO2A	33	230	25	137	23	254
ENSG00000106799_TGFBR1	755	396	959	497	616	490
ENSG00000106803_SEC61B	860	1343	1266	1926	689	1650
ENSG00000106804_C5	124	53	106	55	74	78
ENSG00000106809_OGN	0	0	0	0	0	0
ENSG00000106819_ASPN	1	1	2	0	0	2
ENSG00000106823_ECM2	145	89	174	120	239	122
ENSG00000106829_TLE4	62	8	49	8	36	5
ENSG00000106852_LHX6	6	19	7	20	5	13
ENSG00000106853_PTGR1	323	190	223	73	176	160
ENSG00000106868_SUSD1	15	5	17	10	10	6
ENSG00000106927_AMBP	1	2	2	0	2	2
ENSG00000106948_AKNA	1170	855	1426	940	2432	1344
ENSG00000106952_TNFSF8	0	0	0	0	0	0
ENSG00000106976_DNM1	125.01	76	159.88	60	111.01	84
ENSG00000106991_ENG	2456.5	3789.05	2138.66	2574.38	2020.64	4174.57
ENSG00000106992_AK1	630.58	1041.15	562.79	967.22	452.7	1029.35
ENSG00000106993_CDC37L1	359	287	218	207	324	308
ENSG00000107014_RLN2	0	0	0	0	0	0
ENSG00000107018_RLN1	0	0	0	0	0	0
ENSG00000107020_PLGRKT	213	90	174	117	174	103
ENSG00000107021_TBC1D13	725	930	718	978	489	1048
ENSG00000107036_RIC1	747	517	710.99	554	569	588
ENSG00000107077_KDM4C	586	493	569	662	521	560
ENSG00000107099_DOCK8	0	1	1	1	0	0
ENSG00000107104_KANK1	631	426	561	368.01	447	521.71
ENSG00000107105_ELAVL2	29	125	13	64	17	109
ENSG00000107130_NCS1	2206	2686	1907	1960	1687	2788
ENSG00000107140_TESK1	436	871.63	427.95	771.27	508	967.78
ENSG00000107147_KCNT1	2	1	1	2	1	1
ENSG00000107159_CA9	23	34.7	14.42	10.8	8	23.26
ENSG00000107164_FUBP3	1693	2105	2089	2533	1355	2437
ENSG00000107165_TYRP1	5	13	10	35	14	23
ENSG00000107175_CREB3	904	1633	790	1490	904	1853
ENSG00000107185_RGP1	2026	3302	1844	3207	1931.8	3857
ENSG00000107186_MPDZ	1006	965	793	760	655	1047
ENSG00000107187_LHX3	0	0	0	1	0	1
ENSG00000107201_DDX58	238	991	158	600	215	1004
ENSG00000107223_EDF1	2493	3860	2683	4462	2429	5006
ENSG00000107242_PIP5K1B	1	0	0	0	0	1
